stock_id,month_id,month_start_open_usd,month_end_close_usd,month_high_usd,month_low_usd,monthly_volume,intramonth_return,return_1m,return_3m,return_6m,intramonth_volatility,volatility_3m,volatility_6m,trading_days,avg_volume_3m,volume_ratio,price_range_ratio
US001,2020_01,120.192,107.326,123.486,107.035,84539259,-0.107045,-0.100669,-0.030041,-0.075676,0.253304,0.278396,0.201608,21,3182487.0,1.207,0.136875
US001,2020_02,108.252,101.868,111.641,99.636,91313882,-0.058974,-0.050854,-0.112968,-0.060752,0.259208,0.245523,0.192782,19,3686371.0,1.126,0.110905
US001,2020_03,103.301,93.178,105.622,77.841,177930833,-0.097995,-0.085299,-0.219214,-0.154874,0.892709,0.088364,0.213051,22,5360363.0,1.509,0.268931
US001,2020_04,90.1,103.697,111.314,89.424,98448862,0.15091,0.112885,-0.03381,-0.062835,0.408352,0.366808,0.291241,21,5571115.0,0.803,0.242954
US001,2020_05,101.909,107.841,110.206,89.499,103380207,0.058209,0.039966,0.058641,-0.060951,0.419368,0.347233,0.29204,20,5753938.0,0.817,0.203186
US001,2020_06,107.504,107.531,116.872,103.471,80085358,0.000251,-0.002876,0.154034,-0.098947,0.346287,0.202749,0.281799,22,4271431.0,0.852,0.124655
US001,2020_07,107.772,103.726,112.625,102.575,70126743,-0.037542,-0.035387,0.000279,-0.03354,0.271666,0.130923,0.24683,22,3842308.0,0.83,0.093258
US001,2020_08,104.153,113.4,115.591,102.926,59104168,0.088783,0.093267,0.051546,0.11321,0.15518,0.231742,0.264146,21,3171459.0,0.847,0.1216
US001,2020_09,112.809,111.425,120.482,109.957,66938444,-0.012269,-0.017421,0.036207,0.195818,0.285336,0.241356,0.211048,21,2972263.0,1.024,0.093297
US001,2020_10,111.765,111.271,120.475,108.607,55278404,-0.00442,-0.001374,0.072745,0.073045,0.212096,0.207201,0.161701,22,2747288.0,0.915,0.10618
US001,2020_11,112.823,121.194,126.035,111.23,64277106,0.074196,0.089174,0.068729,0.123818,0.259089,0.199092,0.193472,20,2825666.0,1.034,0.131228
US001,2020_12,122.239,122.639,124.513,118.703,58356550,0.003272,0.011926,0.10065,0.140501,0.123872,0.169369,0.190211,22,2695637.0,0.984,0.047526
US001,2021_01,122.787,123.25,131.396,114.634,83866031,0.003771,0.004977,0.107649,0.188225,0.358636,0.161892,0.167499,19,3128783.0,1.218,0.136514
US001,2021_02,123.467,123.841,127.965,121.769,51775439,0.003029,0.004797,0.021841,0.092071,0.156456,0.014082,0.129931,19,2939364.0,0.801,0.050179
US001,2021_03,124.294,136.306,139.164,123.141,75253516,0.096642,0.100651,0.111435,0.223301,0.173981,0.191529,0.161844,23,3195379.0,1.07,0.128913
US001,2021_04,136.709,139.461,143.719,133.441,55537458,0.02013,0.023147,0.13153,0.253338,0.151033,0.176248,0.152025,21,2766158.0,0.913,0.075188
US001,2021_05,140.062,144.692,147.815,139.121,45550976,0.033057,0.037507,0.168366,0.193884,0.171744,0.14283,0.126631,20,2671848.0,0.775,0.062074
US001,2021_06,146.074,141.549,147.378,136.489,61372980,-0.030977,-0.02172,0.038467,0.154188,0.154477,0.107024,0.145943,22,2461537.0,1.133,0.074544
US001,2021_07,142.133,141.057,144.813,138.791,55048053,-0.00757,-0.003474,0.011447,0.144482,0.156369,0.105072,0.149164,21,2454121.0,1.02,0.042367
US001,2021_08,141.862,139.836,144.499,138.386,47628067,-0.014281,-0.008656,-0.033557,0.129159,0.135625,0.03257,0.154333,22,2485592.0,0.871,0.043095
US001,2021_09,139.7,125.963,140.461,125.927,80564117,-0.098332,-0.099209,-0.110109,-0.075878,0.218875,0.186504,0.165916,21,2776367.0,1.319,0.104035
US001,2021_10,126.559,128.304,131.995,124.785,57695401,0.013788,0.018584,-0.090411,-0.08,0.135348,0.213621,0.163702,21,2816479.0,0.931,0.056965
US001,2021_11,128.196,123.094,133.776,123.021,57290432,-0.039798,-0.04061,-0.11973,-0.149269,0.181151,0.204024,0.141877,21,2962878.0,0.879,0.08389
US001,2021_12,124.911,128.588,129.71,122.471,57805192,0.029437,0.044636,0.020839,-0.091565,0.164002,0.151324,0.173925,22,2618046.0,1.004,0.057954
US001,2022_01,129.088,120.183,131.592,116.216,74565338,-0.068984,-0.06536,-0.063291,-0.14798,0.237652,0.199893,0.185873,20,2873651.0,1.179,0.119111
US001,2022_02,119.872,108.649,122.522,102.137,91059135,-0.093625,-0.095971,-0.117344,-0.223024,0.270512,0.256151,0.207132,19,3385298.0,1.223,0.170054
US001,2022_03,108.598,108.817,112.019,102.934,99148281,0.002017,0.001547,-0.153751,-0.136116,0.228226,0.172762,0.185487,23,4011708.0,1.123,0.083659
US001,2022_04,109.366,105.411,111.902,104.425,64249000,-0.036163,-0.0313,-0.122912,-0.178424,0.203503,0.171878,0.171634,20,3855400.0,0.757,0.068369
US001,2022_05,105.623,110.22,113.042,104.099,73929663,0.043523,0.045616,0.014455,-0.104585,0.279504,0.133694,0.201056,21,3595863.0,0.935,0.084666
US001,2022_06,110.249,95.543,110.368,93.985,76295232,-0.133389,-0.133164,-0.121992,-0.256987,0.238143,0.310658,0.226302,21,3249604.0,1.067,0.148597
US001,2022_07,95.543,105.753,107.569,92.73,80250766,0.106863,0.10687,0.003242,-0.120069,0.234075,0.432042,0.308052,20,3492055.0,1.045,0.15532
US001,2022_08,104.948,92.749,112.442,91.764,364894336,-0.116239,-0.122967,-0.158509,-0.146346,0.372629,0.470202,0.326331,23,7900611.0,2.099,0.197027
US001,2022_09,92.712,82.419,94.368,82.337,289184309,-0.111021,-0.111379,-0.137362,-0.242597,0.305736,0.448535,0.345118,21,11126203.0,1.181,0.129767
US001,2022_10,83.306,93.823,94.479,79.86,87173809,0.126245,0.138371,-0.112811,-0.109935,0.339674,0.511483,0.429683,21,11231098.0,0.353,0.175486
US001,2022_11,94.554,95.057,99.879,90.34,62796221,0.00532,0.013157,0.02489,-0.137565,0.266382,0.432581,0.42147,21,6653854.0,0.429,0.100891
US001,2022_12,96.061,90.492,98.114,88.892,70754882,-0.057974,-0.048027,0.097956,-0.052861,0.201709,0.32914,0.380982,21,3344317.0,0.962,0.095994
US001,2023_01,91.699,86.84,98.023,84.335,92080757,-0.052989,-0.04036,-0.07443,-0.178844,0.382685,0.115468,0.33189,20,3418665.0,1.224,0.149276
US001,2023_02,86.44,82.377,91.194,81.628,66743737,-0.047004,-0.051386,-0.133393,-0.111823,0.248054,0.019577,0.296568,19,3478475.0,0.872,0.110663
US001,2023_03,84.901,80.367,85.887,76.582,108307368,-0.053403,-0.024411,-0.111894,-0.024898,0.212309,0.046981,0.252023,23,4047452.0,1.216,0.1096
US001,2023_04,80.397,81.215,82.041,77.262,73980375,0.010175,0.01056,-0.064769,-0.134378,0.18661,0.107591,0.100017,19,3773204.0,0.891,0.059439
US001,2023_05,81.307,72.429,81.682,72.336,80971474,-0.109191,-0.108187,-0.120769,-0.238052,0.249173,0.211388,0.134733,22,3988776.0,0.923,0.114947
US001,2023_06,72.553,77.692,81.417,71.707,113707426,0.070831,0.072661,-0.033285,-0.141454,0.39499,0.318319,0.211518,21,4070595.0,1.27,0.133839
US002,2020_01,43.121,38.632,43.733,38.27,44080000,-0.104102,-0.099024,-0.136021,-0.050985,0.289143,0.157548,0.181592,21,1461206.0,1.371,0.126689
US002,2020_02,38.976,35.79,40.451,35.075,37552800,-0.081743,-0.073553,-0.178401,-0.14101,0.317116,0.147905,0.193301,19,1703927.0,1.002,0.137915
US002,2020_03,35.953,34.216,38.786,30.596,70800800,-0.048313,-0.043995,-0.202017,-0.199284,0.666788,0.095401,0.174917,22,2309600.0,1.393,0.227787
US002,2020_04,33.311,38.565,40.203,31.836,36138700,0.157726,0.127106,-0.001736,-0.137521,0.483078,0.375269,0.274345,21,2189277.0,0.75,0.251179
US002,2020_05,38.164,43.224,43.442,35.043,34371100,0.132586,0.120812,0.207696,-0.007758,0.531767,0.336085,0.339795,20,2141070.0,0.73,0.220076
US002,2020_06,43.233,42.878,47.956,39.93,28779100,-0.008211,-0.008,0.253167,6e-06,0.363385,0.264143,0.338973,22,1504377.0,0.87,0.185645
US002,2020_07,43.096,44.004,48.884,42.014,24322600,0.021069,0.026268,0.141051,0.13907,0.371906,0.231108,0.290526,22,1325345.0,0.834,0.159417
US002,2020_08,44.123,44.763,46.262,43.355,16734800,0.014505,0.017241,0.035611,0.250702,0.146137,0.061529,0.240916,21,1058129.0,0.719,0.065879
US002,2020_09,44.736,48.264,49.781,43.163,24943800,0.078863,0.078211,0.125612,0.41058,0.294487,0.113991,0.196709,21,1000018.0,1.134,0.147936
US002,2020_10,48.739,47.489,53.063,46.892,25715800,-0.025647,-0.016051,0.079196,0.231418,0.343659,0.165597,0.183733,22,1021127.0,1.145,0.126609
US002,2020_11,47.921,51.734,53.893,47.728,19141400,0.079568,0.089379,0.155727,0.196883,0.281475,0.200628,0.151658,20,1057591.0,0.823,0.128643
US002,2020_12,52.202,50.365,53.048,49.639,21410900,-0.03519,-0.026461,0.04353,0.17461,0.211074,0.222003,0.164781,22,1004062.0,0.969,0.065294
US002,2021_01,50.255,50.132,55.81,47.848,27959900,-0.002448,-0.00462,0.055654,0.139257,0.443074,0.213221,0.171267,19,1038064.0,1.224,0.158445
US002,2021_02,50.76,54.813,57.509,50.686,20043600,0.079846,0.09337,0.059521,0.224517,0.29868,0.221081,0.197072,19,1051733.0,0.866,0.134413
US002,2021_03,55.663,62.421,64.747,55.21,29578400,0.121409,0.13879,0.239367,0.293317,0.264835,0.253896,0.241985,23,1175483.0,1.144,0.171338
US002,2021_04,62.291,62.795,64.23,61.247,22053500,0.008091,0.006002,0.252592,0.322303,0.208417,0.233791,0.230193,21,1085992.0,0.923,0.047884
US002,2021_05,63.629,65.872,67.708,62.443,21289400,0.035251,0.049004,0.201765,0.273295,0.288562,0.234707,0.220235,20,1104868.0,0.876,0.082739
US002,2021_06,66.809,66.79,67.031,60.812,23547900,-0.000284,0.01393,0.069999,0.326122,0.227943,0.079274,0.195861,22,1013497.0,1.056,0.093091
US002,2021_07,66.846,65.432,67.124,63.041,18091200,-0.021153,-0.020337,0.041985,0.305182,0.217467,0.120105,0.2072,21,953462.0,0.862,0.061081
US002,2021_08,65.525,67.655,68.195,64.436,14165300,0.032507,0.033983,0.027065,0.23429,0.157887,0.095153,0.191594,22,845521.0,0.762,0.057362
US002,2021_09,67.665,56.817,68.669,56.77,21676500,-0.160319,-0.160204,-0.149325,-0.089778,0.208285,0.34705,0.263184,21,817167.0,1.206,0.175856
US002,2021_10,57.04,68.278,68.344,56.184,26475100,0.19702,0.201733,0.043507,0.087318,0.424299,0.62745,0.404575,21,944195.0,1.275,0.213181
US002,2021_11,68.643,73.866,78.118,68.634,21356100,0.076089,0.081839,0.091804,0.121354,0.250917,0.638682,0.412866,21,1053147.0,0.922,0.13817
US002,2021_12,75.053,80.22,81.052,72.829,18604100,0.068845,0.086021,0.411917,0.201083,0.224014,0.235716,0.420675,22,1006595.0,0.84,0.109561
US002,2022_01,80.211,71.673,80.454,69.122,27664700,-0.106444,-0.106545,0.049721,0.095391,0.274041,0.381019,0.464358,20,1024620.0,1.227,0.141274
US002,2022_02,72.152,64.32,72.508,61.235,20868900,-0.108549,-0.102591,-0.129233,-0.049294,0.222594,0.38124,0.495585,19,1017238.0,0.933,0.156246
US002,2022_03,64.264,59.922,65.371,59.884,22565200,-0.067565,-0.068387,-0.253038,0.054649,0.297161,0.072684,0.437998,23,1077255.0,0.952,0.085376
US002,2022_04,60.606,55.046,63.223,54.829,26776900,-0.09174,-0.081369,-0.23199,-0.193804,0.333415,0.059812,0.314413,20,1063803.0,1.144,0.138498
US002,2022_05,54.952,56.638,58.155,53.331,22194800,0.030681,0.028924,-0.119439,-0.233237,0.364755,0.208818,0.274921,21,1083892.0,0.931,0.087776
US002,2022_06,56.723,51.513,58.673,48.903,20344900,-0.09185,-0.090486,-0.140327,-0.357856,0.300222,0.230244,0.174826,21,1050252.0,0.881,0.172231
US002,2022_07,51.815,59.882,60.233,49.846,22144600,0.155689,0.162472,0.087865,-0.164508,0.368823,0.438364,0.358068,20,980065.0,1.027,0.200467
US002,2022_08,58.662,53.428,61.605,53.314,14604600,-0.089223,-0.107792,-0.056682,-0.169351,0.267203,0.52408,0.360829,23,865062.0,0.767,0.141336
US002,2022_09,53.049,45.979,54.781,45.525,25931600,-0.133273,-0.139415,-0.10743,-0.232681,0.273246,0.574768,0.393323,21,949709.0,1.241,0.174487
US002,2022_10,46.414,52.148,52.529,44.086,28792200,0.12354,0.13418,-0.129153,-0.052636,0.398118,0.518469,0.450219,21,1050430.0,1.246,0.181909
US002,2022_11,52.634,57.822,59.393,50.53,22609000,0.098567,0.108799,0.082252,0.020908,0.352679,0.523658,0.476782,21,1171709.0,0.877,0.168385
US002,2022_12,58.013,54.49,59.031,52.748,21324600,-0.060728,-0.057623,0.185113,0.057796,0.206889,0.360912,0.46198,21,1101906.0,0.88,0.108303
US002,2023_01,55.081,64.77,65.172,54.69,29207200,0.175905,0.188647,0.242026,0.081614,0.616691,0.435248,0.482806,20,1108194.0,1.198,0.190292
US002,2023_02,65.516,62.789,68.759,61.603,19426400,-0.041623,-0.030576,0.085904,0.175222,0.240476,0.467844,0.44412,19,1059973.0,0.833,0.109229
US002,2023_03,62.904,66.157,66.492,61.919,24860000,0.051714,0.053634,0.214106,0.438852,0.222549,0.383089,0.333292,23,1113539.0,1.015,0.0727
US002,2023_04,65.927,65.626,67.49,60.656,25327700,-0.004566,-0.008028,0.013218,0.258443,0.233388,0.151011,0.324208,19,1054759.0,1.091,0.103665
US002,2023_05,66.241,61.446,68.086,61.388,21976600,-0.072387,-0.063699,-0.021401,0.062665,0.237195,0.203316,0.33122,22,1093398.0,0.914,0.101117
US002,2023_06,61.667,69.941,70.364,61.446,17775400,0.134172,0.138255,0.057193,0.283544,0.254188,0.36134,0.345485,21,986056.0,0.819,0.144616
US003,2020_01,77.752,79.062,83.88,76.222,119657000,0.016848,0.007484,0.046646,0.008736,0.176541,0.025398,0.061968,21,4570100.0,1.19,0.098487
US003,2020_02,79.643,69.889,81.729,67.158,102112300,-0.122472,-0.11602,-0.094708,-0.089694,0.258645,0.256501,0.179487,19,4634162.0,1.002,0.182957
US003,2020_03,70.66,71.595,76.576,55.899,311358400,0.013232,0.024406,-0.087668,-0.049087,0.983985,0.265553,0.187068,22,8077692.0,1.752,0.29263
US003,2020_04,69.862,83.905,91.112,68.365,235185700,0.201011,0.17194,0.061255,0.110759,0.415415,0.498812,0.31663,21,9828127.0,1.088,0.325599
US003,2020_05,82.912,86.483,88.087,80.206,143620300,0.04307,0.030731,0.237436,0.12024,0.329509,0.28895,0.316934,20,10457036.0,0.624,0.095055
US003,2020_06,84.688,83.303,85.609,78.502,141992200,-0.016354,-0.036768,0.163541,0.061535,0.352601,0.368931,0.328112,22,7890882.0,0.818,0.083916
US003,2020_07,83.805,92.051,94.109,82.392,104582100,0.098395,0.105006,0.097087,0.164289,0.205786,0.245653,0.351856,22,5912039.0,0.804,0.139807
US003,2020_08,92.453,100.127,104.454,90.249,121421000,0.083004,0.087739,0.157764,0.432659,0.311522,0.267954,0.253256,21,5575686.0,0.99,0.153641
US003,2020_09,99.633,99.542,100.53,91.776,111435100,-0.000913,-0.005846,0.194931,0.39035,0.305331,0.206613,0.267761,21,5112700.0,0.991,0.087854
US003,2020_10,99.862,96.46,102.048,94.643,102805400,-0.034067,-0.030963,0.047897,0.149633,0.259077,0.216698,0.209391,22,5085780.0,0.919,0.074155
US003,2020_11,98.277,99.314,105.664,96.937,103380500,0.010552,0.029588,-0.008124,0.148359,0.277552,0.105384,0.209322,20,4812439.0,0.976,0.088804
US003,2020_12,100.25,100.479,100.654,96.652,98501800,0.002284,0.011735,0.009418,0.206184,0.09345,0.10778,0.184901,22,4616480.0,0.97,0.039912
US003,2021_01,100.516,113.876,114.917,98.433,108930500,0.132914,0.133326,0.180553,0.237098,0.265777,0.22744,0.213536,19,4709285.0,1.051,0.163996
US003,2021_02,113.553,110.365,118.437,109.453,92388900,-0.028075,-0.030828,0.111278,0.102251,0.213316,0.295101,0.212548,19,4542745.0,0.924,0.079114
US003,2021_03,111.48,110.421,113.424,105.721,120107900,-0.009499,0.000501,0.098938,0.109288,0.234412,0.301896,0.211035,23,4870111.0,1.121,0.069097
US003,2021_04,110.826,111.048,115.986,109.444,106577900,0.002003,0.005682,-0.024833,0.151236,0.193782,0.068429,0.196092,21,4834465.0,1.002,0.059033
US003,2021_05,111.483,107.876,111.584,106.498,98377600,-0.032355,-0.028564,-0.022555,0.086213,0.146588,0.063944,0.209607,20,4925203.0,0.908,0.045624
US003,2021_06,101.865,107.21,109.901,97.435,197860400,0.052471,-0.006173,-0.029075,0.066987,0.371441,0.060245,0.211857,22,6103271.0,1.474,0.122379
US003,2021_07,106.914,112.306,112.715,106.794,99473100,0.050433,0.047534,0.01133,-0.013784,0.124984,0.135475,0.098869,21,5995623.0,0.754,0.055378
US003,2021_08,112.789,117.31,118.173,111.564,88701600,0.040084,0.044553,0.08745,0.062923,0.125037,0.10456,0.10344,22,5849017.0,0.689,0.058601
US003,2021_09,116.706,109.661,120.401,109.512,97660400,-0.060365,-0.065205,0.022856,-0.006883,0.162212,0.222558,0.150054,21,4330835.0,1.025,0.093302
US003,2021_10,109.726,120.111,120.586,106.198,110081300,0.094645,0.095299,0.069496,0.081614,0.179297,0.284196,0.202925,21,4491565.0,1.114,0.13113
US003,2021_11,119.878,117.204,122.637,114.827,111475700,-0.022306,-0.024207,-0.000905,0.086466,0.211119,0.288874,0.200784,21,4836627.0,1.048,0.065143
US003,2021_12,117.865,131.154,132.887,116.598,118115400,0.112748,0.119027,0.196,0.223336,0.182709,0.265935,0.242404,22,5146552.0,1.043,0.138204
US003,2022_01,129.933,119.197,130.306,111.286,155539600,-0.082627,-0.091164,-0.007607,0.061361,0.248459,0.371967,0.299444,20,5835314.0,1.212,0.146384
US003,2022_02,119.113,112.801,122.452,107.012,111246800,-0.052992,-0.053664,-0.037565,-0.038436,0.266543,0.388352,0.30677,19,5831845.0,0.867,0.129623
US003,2022_03,112.511,110.687,115.12,106.498,123453100,-0.016212,-0.018736,-0.15605,0.009364,0.266645,0.125475,0.2909,23,5912720.0,0.949,0.076635
US003,2022_04,111.136,106.565,116.753,106.218,102385000,-0.04113,-0.037239,-0.105975,-0.112776,0.302609,0.060532,0.248885,20,5107347.0,0.911,0.094789
US003,2022_05,106.565,110.284,110.875,98.237,125858700,0.034899,0.03489,-0.022317,-0.059043,0.302858,0.129775,0.258984,21,5328739.0,1.074,0.11859
US003,2022_06,110.65,102.012,111.006,95.055,112185100,-0.078066,-0.075004,-0.078379,-0.222198,0.302267,0.19342,0.155676,21,5158012.0,0.989,0.144166
US003,2022_07,101.599,102.644,105.624,97.854,93492900,0.010286,0.006201,-0.036795,-0.138871,0.228408,0.197454,0.139121,20,5023283.0,0.846,0.076487
US003,2022_08,102.211,96.807,106.124,95.449,89963300,-0.052871,-0.056872,-0.122201,-0.141791,0.191167,0.147658,0.140831,23,4479414.0,0.913,0.104447
US003,2022_09,96.533,91.252,103.427,91.167,116797900,-0.054707,-0.057379,-0.105476,-0.175588,0.230479,0.126657,0.147507,21,4549305.0,1.167,0.127003
US003,2022_10,92.233,93.748,101.073,88.357,154040800,0.016426,0.027355,-0.08667,-0.120276,0.384791,0.168964,0.167743,21,5466697.0,1.281,0.137866
US003,2022_11,94.393,101.935,102.096,90.347,108225500,0.0799,0.087326,0.052972,-0.075702,0.246419,0.251857,0.217913,21,5743397.0,0.857,0.124473
US003,2022_12,102.56,104.029,106.985,97.718,91861400,0.014323,0.020543,0.140017,0.019773,0.216556,0.127302,0.191238,21,5365571.0,0.778,0.090355
US003,2023_01,104.711,105.223,109.619,103.043,102767600,0.00489,0.011481,0.122403,0.025124,0.169773,0.143488,0.191494,20,4588705.0,1.018,0.0628
US003,2023_02,105.442,96.819,106.994,94.858,88645400,-0.08178,-0.079873,-0.05019,0.000124,0.195641,0.192412,0.211197,19,4292036.0,0.939,0.115093
US003,2023_03,95.848,96.381,99.56,91.746,129263600,0.005561,-0.004522,-0.073518,0.056205,0.220802,0.168995,0.187708,23,4858736.0,1.209,0.081529
US003,2023_04,95.943,105.673,107.806,95.22,111525900,0.101414,0.096406,0.00427,0.127196,0.320441,0.306395,0.224489,19,4991438.0,1.016,0.131183
US003,2023_05,105.663,97.57,108.045,96.021,92189300,-0.076593,-0.076672,0.007764,-0.042816,0.130452,0.301159,0.229518,22,5045133.0,0.831,0.113797
US003,2023_06,97.484,104.286,104.592,96.174,108476000,0.069776,0.068823,0.082015,0.002468,0.144965,0.322137,0.251718,21,4730170.0,1.042,0.086351
US004,2020_01,69.958,64.488,71.54,64.002,191670500,-0.07819,-0.07257,0.032239,0.250555,0.168533,0.304028,0.283832,21,7519476.0,1.159,0.107745
US004,2020_02,64.718,68.221,77.891,64.408,204706800,0.054127,0.057887,-0.009826,0.340655,0.382256,0.228377,0.268858,19,8156559.0,1.141,0.208338
US004,2020_03,68.451,60.643,73.116,49.786,368182500,-0.114067,-0.111072,-0.127859,0.034672,0.806288,0.306752,0.291898,22,11584239.0,1.445,0.340814
US004,2020_04,57.404,66.403,69.448,56.854,204741900,0.156766,0.094972,0.029696,0.062892,0.365505,0.380465,0.308021,21,11782291.0,0.79,0.219387
US004,2020_05,66.201,74.86,75.66,65.029,273041600,0.130799,0.127372,0.097329,0.086547,0.300145,0.448017,0.326496,20,12817667.0,0.968,0.160586
US004,2020_06,74.36,79.311,80.257,72.38,187549500,0.066581,0.059458,0.307839,0.14062,0.270279,0.117671,0.331088,22,10080803.0,0.846,0.105921
US004,2020_07,79.57,77.606,82.814,76.494,141644900,-0.024683,-0.021507,0.168715,0.203421,0.170343,0.258197,0.301118,22,9124788.0,0.706,0.079435
US004,2020_08,77.835,78.309,79.658,75.046,136415100,0.00609,0.009061,0.046066,0.147878,0.172673,0.141632,0.299939,21,7054689.0,0.879,0.05925
US004,2020_09,78.104,71.62,78.432,69.764,165894200,-0.083018,-0.085413,-0.096974,0.181012,0.22525,0.166996,0.272674,21,6726579.0,1.121,0.110972
US004,2020_10,72.095,70.532,72.61,65.567,171533800,-0.02168,-0.015197,-0.091151,0.062186,0.284954,0.169965,0.254195,22,7179441.0,1.086,0.097683
US004,2020_11,71.303,86.677,87.688,71.278,202172200,0.215615,0.228907,0.106862,0.15785,0.329827,0.571515,0.375923,20,8175761.0,1.124,0.230152
US004,2020_12,87.067,88.807,90.465,84.166,143157600,0.019985,0.024574,0.239972,0.119727,0.190946,0.453698,0.372409,22,7831267.0,0.831,0.072346
US004,2021_01,88.832,85.93,94.835,85.368,147800300,-0.032668,-0.032397,0.218315,0.107265,0.283196,0.475979,0.375864,19,7471668.0,0.899,0.106569
US004,2021_02,86.366,90.341,92.462,85.41,142522300,0.046025,0.051327,0.042265,0.153644,0.227001,0.14813,0.377233,19,6567882.0,0.986,0.081651
US004,2021_03,91.003,90.743,93.141,85.569,168023100,-0.002857,0.004455,0.021799,0.267002,0.25164,0.14536,0.330547,23,6944632.0,1.1,0.083203
US004,2021_04,91.33,94.63,95.572,87.347,134588800,0.036133,0.042836,0.101246,0.341665,0.145176,0.086512,0.315619,21,6744458.0,0.907,0.090059
US004,2021_05,95.394,96.073,100.384,94.706,151439900,0.007118,0.015247,0.063452,0.1084,0.18088,0.068567,0.103935,20,6879573.0,1.001,0.05952
US004,2021_06,96.497,95.598,99.289,93.909,125332400,-0.009316,-0.004947,0.053498,0.076463,0.14535,0.083092,0.107553,22,6232744.0,0.914,0.055761
US004,2021_07,95.861,99.804,102.25,95.81,120216900,0.041132,0.044003,0.054678,0.161459,0.133219,0.085216,0.081755,21,6014988.0,0.908,0.067183
US004,2021_08,100.311,103.649,104.181,96.904,119737800,0.033277,0.038521,0.078856,0.147312,0.142884,0.092905,0.073645,22,5534653.0,0.983,0.072547
US004,2021_09,103.838,92.57,104.292,90.588,210505200,-0.108515,-0.106888,-0.031671,0.020133,0.294536,0.296453,0.200793,21,6825150.0,1.402,0.131984
US004,2021_10,92.896,99.598,99.816,91.712,137400700,0.072145,0.075927,-0.002062,0.052503,0.21137,0.334557,0.220341,21,7085511.0,0.881,0.087235
US004,2021_11,100.102,100.128,103.646,98.643,111296800,0.00026,0.005319,-0.033966,0.042211,0.159083,0.319366,0.220255,21,6957617.0,0.727,0.049978
US004,2021_12,100.563,117.604,118.846,100.406,149684100,0.169456,0.174532,0.270432,0.230196,0.148466,0.294418,0.318148,22,6036085.0,1.127,0.183365
US004,2022_01,117.612,120.132,121.369,112.558,168562800,0.021426,0.021496,0.206161,0.203674,0.156596,0.323464,0.318817,20,6508238.0,1.177,0.074915
US004,2022_02,120.553,129.68,131.953,116.762,165818900,0.075709,0.07948,0.295137,0.251147,0.165178,0.267646,0.325158,19,7334330.0,1.028,0.12601
US004,2022_03,129.592,142.264,144.502,128.311,151159500,0.097784,0.097043,0.209691,0.536831,0.154154,0.136952,0.20859,23,7356685.0,0.934,0.124941
US004,2022_04,142.299,129.994,154.375,123.843,178925400,-0.086473,-0.086248,0.082097,0.305184,0.366444,0.350342,0.309648,20,7513694.0,1.082,0.214559
US004,2022_05,129.791,130.428,138.853,126.95,143523500,0.004908,0.003336,0.005769,0.302609,0.178591,0.317496,0.310326,21,7175885.0,0.909,0.091715
US004,2022_06,130.8,135.552,138.615,120.153,132591100,0.03633,0.039289,-0.04718,0.152618,0.255944,0.223953,0.225656,21,6894545.0,0.874,0.141146
US004,2022_07,135.482,128.2,137.99,124.216,116516600,-0.053749,-0.054241,-0.013805,0.067159,0.211599,0.163436,0.25285,20,5948958.0,0.89,0.101674
US004,2022_08,126.413,120.115,128.62,119.856,109508700,-0.049821,-0.063062,-0.079068,-0.073755,0.153862,0.196475,0.243226,23,5433582.0,0.916,0.069324
US004,2022_09,120.276,119.892,130.013,119.785,125557500,-0.003193,-0.001859,-0.11553,-0.157259,0.312688,0.114607,0.166127,21,5327012.0,1.071,0.085042
US004,2022_10,121.384,132.112,138.961,120.875,114545700,0.088381,0.101927,0.030518,0.016292,0.300022,0.288925,0.212182,21,5297150.0,0.983,0.149006
US004,2022_11,132.347,145.45,145.45,129.071,113846300,0.099005,0.100956,0.210918,0.115173,0.15816,0.206609,0.252311,21,5362871.0,0.965,0.123755
US004,2022_12,145.287,145.838,151.379,144.222,102507800,0.003792,0.002668,0.21641,0.075878,0.135287,0.197555,0.251079,21,5013633.0,0.929,0.049255
US004,2023_01,146.226,134.598,151.703,131.555,119768800,-0.079521,-0.077071,0.018815,0.049908,0.198679,0.30891,0.267591,20,5092771.0,1.069,0.137788
US004,2023_02,133.578,140.2,140.975,130.672,119526100,0.049574,0.041624,-0.03609,0.167216,0.178518,0.209592,0.237723,19,5178829.0,1.049,0.077133
US004,2023_03,139.162,145.183,145.484,133.523,153986300,0.043266,0.035542,-0.004486,0.210953,0.184597,0.231548,0.232254,23,5958806.0,1.175,0.085952
US004,2023_04,144.163,138.934,152.798,135.294,99798300,-0.036271,-0.043043,0.032218,0.051639,0.325836,0.163592,0.221129,19,5656223.0,0.802,0.121423
US004,2023_05,138.677,126.836,142.52,124.344,120460100,-0.085385,-0.087083,-0.095327,-0.127977,0.161956,0.215184,0.193962,22,5670374.0,0.966,0.131066
US004,2023_06,124.353,123.866,128.408,120.4,135187500,-0.003916,-0.023413,-0.146832,-0.150659,0.20595,0.112949,0.189711,21,5385544.0,1.141,0.064395
US005,2020_01,193.165,188.716,194.832,186.139,46225400,-0.023032,-0.021687,0.111009,0.074299,0.149427,0.187073,0.166701,21,1760936.0,1.193,0.045002
