stock_id,month_id,month_start_open_usd,month_end_close_usd,month_high_usd,month_low_usd,monthly_volume,intramonth_return,return_1m,return_3m,return_6m,intramonth_volatility,volatility_3m,volatility_6m,trading_days,avg_volume_3m,volume_ratio,price_range_ratio
US104,2021_06,241.493,221.01,242.013,215.491,43990100,-0.084818,-0.080506,-0.015426,0.148162,0.172456,0.231181,0.27863,22,1524165.0,1.312,0.109826
US104,2021_07,222.184,213.943,222.94,209.44,39110100,-0.037091,-0.031974,-0.074732,0.06603,0.17434,0.209149,0.287706,21,1683429.0,1.056,0.060756
US104,2021_08,214.419,197.312,218.502,186.134,48888600,-0.079783,-0.077738,-0.179099,0.01665,0.420032,0.094418,0.311072,22,1999830.0,1.111,0.150957
US104,2021_09,198.44,187.464,204.705,187.408,46631700,-0.055311,-0.049908,-0.151782,-0.164866,0.265789,0.079881,0.18104,21,2039855.0,1.039,0.087162
US104,2021_10,188.251,200.061,205.222,184.739,34166500,0.062735,0.067196,-0.064886,-0.134769,0.205905,0.266434,0.214371,21,1964952.0,0.79,0.108806
US104,2021_11,200.258,179.728,212.377,179.579,46186000,-0.102518,-0.101634,-0.089115,-0.252254,0.280305,0.299641,0.209675,21,1924003.0,1.091,0.163782
US104,2021_12,183.063,216.147,219.215,180.159,40035100,0.180725,0.20263,0.153001,-0.022004,0.160887,0.528058,0.396326,22,1824055.0,0.998,0.213349
US104,2022_01,216.015,216.928,230.313,211.233,35389400,0.004227,0.003614,0.084307,0.013951,0.275413,0.535277,0.392303,20,1842583.0,0.873,0.088326
US104,2022_02,215.987,223.818,225.089,200.644,34597800,0.036257,0.031763,0.245314,0.134337,0.330742,0.373083,0.364904,19,1667005.0,0.943,0.113179
US104,2022_03,223.169,226.608,233.389,212.053,37711400,0.01541,0.012464,0.048398,0.208804,0.249325,0.049861,0.343986,23,1631797.0,1.05,0.095604
US104,2022_04,229.057,233.389,255.32,227.705,26450200,0.018912,0.029924,0.075881,0.166586,0.287512,0.036896,0.339889,20,1496355.0,0.803,0.120561
US104,2022_05,233.795,253.732,258.734,228.499,34934000,0.085276,0.087163,0.13365,0.41175,0.346462,0.135359,0.260212,21,1501448.0,1.058,0.129323
US104,2022_06,256.569,250.306,257.79,228.07,41188400,-0.024411,-0.013502,0.104576,0.158035,0.302571,0.174903,0.120307,21,1554130.0,1.205,0.11584
US104,2022_07,250.534,261.552,268.172,243.514,40602000,0.043978,0.04493,0.120671,0.205708,0.287617,0.175107,0.116617,20,1768552.0,1.044,0.098423
US104,2022_08,260.241,269.236,279.219,257.192,42906400,0.034564,0.02938,0.061107,0.202924,0.181062,0.104833,0.116684,23,1889345.0,1.032,0.084641
US104,2022_09,270.556,264.586,282.532,260.457,43985300,-0.022066,-0.017272,0.057052,0.167595,0.188138,0.112136,0.134658,21,1931723.0,1.035,0.081591
US104,2022_10,267.714,308.059,310.062,266.36,40480000,0.150702,0.164306,0.177813,0.31994,0.247814,0.326656,0.237243,21,1929874.0,0.953,0.163241
US104,2022_11,308.193,313.618,315.678,276.162,44653100,0.017603,0.018046,0.164845,0.236025,0.287399,0.333496,0.230723,21,1956339.0,1.037,0.128218
US104,2022_12,313.342,317.04,325.431,307.592,27780900,0.011802,0.01091,0.198249,0.266611,0.176959,0.299912,0.220071,21,1710818.0,0.738,0.056933
US104,2023_01,313.232,303.003,313.758,286.565,32503200,-0.032656,-0.044275,-0.016413,0.158482,0.241937,0.118154,0.250939,20,1589958.0,0.929,0.086816
US104,2023_02,301.405,279.493,302.505,272.001,33320400,-0.0727,-0.077589,-0.108811,0.038098,0.223581,0.154836,0.290785,19,1418250.0,1.068,0.101206
US104,2023_03,276.451,245.549,279.398,240.821,45088200,-0.111781,-0.121451,-0.225496,-0.071951,0.256791,0.134089,0.345558,23,1680482.0,1.22,0.139543
US104,2023_04,249.594,243.396,258.742,237.381,34270800,-0.024832,-0.008766,-0.19672,-0.209904,0.264447,0.196765,0.18945,19,1707264.0,0.912,0.085586
US104,2023_05,243.396,237.746,258.839,231.106,39447600,-0.023213,-0.023214,-0.149369,-0.241926,0.327605,0.212401,0.168395,22,1800100.0,0.996,0.113941
US104,2023_06,239.139,270.908,272.356,239.139,35253700,0.132847,0.139484,0.103275,-0.145509,0.195591,0.311954,0.308783,21,1651092.0,0.971,0.138901
US105,2020_01,91.319,90.74,93.092,88.899,11676300,-0.00634,-0.001902,-0.068019,-0.012055,0.166909,0.096182,0.139367,21,554709.0,0.957,0.045919
US105,2020_02,91.51,80.616,99.888,79.639,15752900,-0.119047,-0.111577,-0.124361,-0.162548,0.364329,0.209547,0.180355,19,592645.0,1.208,0.221277
US105,2020_03,81.273,65.737,90.628,57.233,29090300,-0.191158,-0.184567,-0.276928,-0.34485,1.288576,0.318504,0.242783,22,856356.0,1.544,0.410895
US105,2020_04,62.679,57.329,76.323,57.111,23440600,-0.085356,-0.127899,-0.368207,-0.41118,0.734016,0.132704,0.247419,21,1034603.0,1.03,0.306505
US105,2020_05,56.144,51.361,56.58,40.139,36154200,-0.085192,-0.104104,-0.362892,-0.442124,0.743115,0.143191,0.244008,20,1343714.0,1.223,0.29283
US105,2020_06,51.047,56.333,62.269,50.603,34509100,0.103552,0.096799,-0.143058,-0.380369,0.593214,0.427592,0.352589,22,1425817.0,1.1,0.228537
US105,2020_07,56.262,68.562,75.195,55.488,29408000,0.21862,0.217086,0.195931,-0.244419,0.361508,0.562127,0.542339,22,1516232.0,0.882,0.350274
US105,2020_08,68.746,69.864,75.635,67.814,12793000,0.016263,0.018991,0.36025,-0.133374,0.266774,0.345729,0.529793,21,1162274.0,0.5,0.11377
US105,2020_09,69.521,69.131,73.893,65.425,17150200,-0.00561,-0.01049,0.22719,0.051632,0.250296,0.428721,0.445783,21,899261.0,0.867,0.121811
US105,2020_10,69.095,62.72,75.0,61.993,17744700,-0.092264,-0.092728,-0.085195,0.094043,0.497253,0.200567,0.420787,22,722544.0,1.116,0.188246
US105,2020_11,64.13,67.694,77.935,63.128,19356500,0.055575,0.079305,-0.031049,0.318016,0.642122,0.298065,0.366426,20,821991.0,1.07,0.230886
US105,2020_12,69.06,78.053,79.233,68.342,21947200,0.13022,0.153025,0.129069,0.385582,0.28561,0.436863,0.390919,22,894673.0,1.115,0.157703
US105,2021_01,78.455,75.123,84.736,73.81,17634900,-0.04247,-0.037541,0.197746,0.095704,0.374467,0.332876,0.302577,19,893009.0,0.898,0.139262
US105,2021_02,76.052,87.434,91.195,75.489,18076800,0.149661,0.163872,0.291594,0.251492,0.272042,0.39243,0.36596,19,873620.0,0.941,0.206508
US105,2021_03,88.425,92.633,97.845,87.8,20450800,0.047588,0.059464,0.186789,0.339966,0.285437,0.348937,0.354818,23,850947.0,1.092,0.113593
US105,2021_04,92.453,101.25,101.538,91.815,14735500,0.095151,0.093026,0.347788,0.614308,0.212976,0.184645,0.252729,21,807017.0,0.83,0.105161
US105,2021_05,103.011,109.364,110.344,100.675,12868400,0.061673,0.080138,0.250823,0.615555,0.19559,0.05865,0.252685,20,728102.0,0.803,0.093859
US105,2021_06,109.885,105.336,111.754,102.156,11990000,-0.041398,-0.036835,0.137131,0.349534,0.207499,0.24784,0.272491,22,599908.0,0.908,0.087345
US105,2021_07,105.733,106.474,108.732,101.967,10778600,0.007008,0.010804,0.051592,0.417323,0.314907,0.203761,0.240324,21,539955.0,0.907,0.063984
US105,2021_08,107.242,111.46,113.51,103.719,8741100,0.039332,0.046827,0.019161,0.27479,0.182129,0.145371,0.166667,22,477420.0,0.832,0.0913
US105,2021_09,111.46,103.724,111.46,102.344,9357800,-0.069406,-0.0694,-0.015297,0.119736,0.186752,0.206103,0.224353,21,437538.0,0.972,0.081784
US105,2021_10,103.888,110.281,115.33,102.362,9586900,0.061537,0.063211,0.035756,0.089193,0.271477,0.250452,0.204378,21,419482.0,1.039,0.124825
US105,2021_11,110.626,103.434,115.557,102.635,10936200,-0.065012,-0.062088,-0.072007,-0.054226,0.217142,0.258222,0.195699,21,452741.0,1.098,0.116812
US105,2021_12,105.159,104.027,108.111,99.415,11780700,-0.010765,0.005731,0.002913,-0.012429,0.272669,0.217271,0.18977,22,489452.0,1.094,0.082685
US105,2022_01,104.419,107.588,111.943,102.383,12655000,0.030349,0.034232,-0.024423,0.01046,0.265358,0.171401,0.196004,20,535938.0,1.073,0.091553
US105,2022_02,107.268,112.116,117.942,106.428,14909600,0.045195,0.042095,0.083943,0.005892,0.347186,0.066279,0.193568,19,596141.0,1.137,0.107337
US105,2022_03,111.075,124.801,127.583,108.4,17842500,0.123574,0.113142,0.199708,0.203203,0.312626,0.150575,0.203202,23,687986.0,1.179,0.172699
US105,2022_04,125.903,112.593,131.466,112.217,12534100,-0.105716,-0.097823,0.046525,0.020965,0.393759,0.371836,0.263793,20,686155.0,0.83,0.152887
US105,2022_05,112.969,117.366,118.275,108.958,13291100,0.038922,0.042394,0.046825,0.134699,0.239051,0.371947,0.239441,21,661632.0,0.913,0.082474
US105,2022_06,117.531,109.86,118.027,103.267,12179500,-0.065268,-0.063955,-0.119721,0.056077,0.267062,0.253447,0.270036,21,575829.0,0.961,0.125582
US105,2022_07,109.722,89.879,112.63,89.029,20787800,-0.180848,-0.181879,-0.201737,-0.164598,0.538286,0.388624,0.378067,20,700885.0,1.348,0.215097
US105,2022_08,88.974,89.528,98.955,86.25,16621700,0.006227,-0.003904,-0.237192,-0.201474,0.245986,0.313648,0.364003,23,751348.0,1.006,0.142798
US105,2022_09,89.408,83.278,94.957,82.432,18044000,-0.068562,-0.069811,-0.241964,-0.332717,0.267753,0.311699,0.268287,21,840205.0,0.976,0.140094
US105,2022_10,84.273,96.062,96.183,83.324,19844600,0.139891,0.153511,0.068794,-0.146822,0.324378,0.397483,0.394586,21,825914.0,1.092,0.152581
US105,2022_11,96.201,103.165,103.918,89.842,13043900,0.07239,0.073945,0.152325,-0.120997,0.354917,0.392096,0.408938,21,771705.0,0.768,0.146323
US105,2022_12,103.983,95.819,104.262,93.722,11224600,-0.078513,-0.071213,0.150589,-0.127813,0.211933,0.394721,0.411131,21,668380.0,0.763,0.101362
US105,2023_01,95.828,105.888,106.281,92.487,11107800,0.10498,0.105089,0.102289,0.17812,0.326922,0.325953,0.325591,20,536005.0,0.942,0.143945
US105,2023_02,105.607,112.953,122.274,104.718,12815100,0.06956,0.066725,0.094879,0.261656,0.423216,0.321187,0.322586,19,532538.0,1.094,0.166238
US105,2023_03,112.214,105.623,114.189,96.944,24857300,-0.058736,-0.064893,0.102328,0.268327,0.397977,0.308833,0.318506,23,739094.0,1.529,0.153676
US105,2023_04,105.633,100.308,106.717,95.512,10941900,-0.05041,-0.050321,-0.052694,0.044206,0.219495,0.249943,0.277957,19,736580.0,0.675,0.106075
US105,2023_05,99.847,90.941,100.676,90.809,10920800,-0.089196,-0.093386,-0.19488,-0.118492,0.208191,0.075878,0.286024,22,707879.0,0.701,0.09882
US105,2023_06,90.95,92.407,98.009,89.989,15335800,0.01602,0.01612,-0.125128,-0.035604,0.230893,0.191106,0.273418,21,563614.0,1.237,0.088177
US106,2020_01,64.056,66.219,68.3,63.277,38076800,0.033767,0.036755,0.048428,0.081558,0.161221,0.152333,0.09838,21,2113842.0,0.819,0.078411
US106,2020_02,66.56,63.315,72.352,60.529,41720400,-0.048753,-0.04384,0.037656,0.020971,0.282883,0.17207,0.127583,19,1935691.0,0.98,0.177633
US106,2020_03,63.154,41.117,68.037,36.633,118586400,-0.348941,-0.350604,-0.356251,-0.347619,1.226644,0.70802,0.513718,22,3005812.0,1.793,0.497256
US106,2020_04,39.27,52.655,55.093,37.715,80148400,0.340845,0.280626,-0.204825,-0.166316,0.69792,1.093465,0.705855,21,3643261.0,1.0,0.442517
US106,2020_05,51.504,58.858,60.994,46.795,68177600,0.142785,0.117793,-0.070405,-0.0354,0.642572,1.135219,0.726195,20,4044127.0,0.766,0.275694
US106,2020_06,58.986,63.225,69.337,58.656,56739600,0.071865,0.074205,0.537698,-0.010109,0.445998,0.376893,0.73014,22,3107055.0,0.83,0.181086
US106,2020_07,64.495,71.654,73.826,62.107,45156000,0.111001,0.133316,0.360817,0.082088,0.285744,0.10616,0.748271,22,2576867.0,0.797,0.181701
US106,2020_08,71.619,79.1,79.449,70.51,31020800,0.104456,0.103919,0.343926,0.249307,0.15086,0.102384,0.73992,21,2013885.0,0.7,0.124818
US106,2020_09,78.903,79.003,81.885,73.026,43526800,0.001267,-0.00123,0.24955,0.92143,0.321104,0.245044,0.3213,21,1813691.0,1.091,0.112271
US106,2020_10,81.028,74.664,85.141,73.985,36419600,-0.078541,-0.054923,0.042005,0.417978,0.253872,0.279893,0.258181,22,1681321.0,0.985,0.137684
US106,2020_11,76.349,85.223,88.558,75.03,29982000,0.116229,0.141425,0.077408,0.447957,0.357118,0.351529,0.272181,20,1665582.0,0.818,0.177185
US106,2020_12,86.121,84.782,87.984,80.146,40672400,-0.015548,-0.005179,0.073148,0.340953,0.275532,0.35361,0.289145,22,1622333.0,1.14,0.091021
US106,2021_01,84.897,76.305,85.979,75.466,41126400,-0.101205,-0.099983,0.021982,0.06491,0.277126,0.421328,0.319994,19,1693648.0,1.104,0.123835
US106,2021_02,76.905,77.965,84.856,76.756,31419200,0.013783,0.021748,-0.085172,-0.014357,0.234641,0.221502,0.283613,19,1715424.0,0.833,0.105327
US106,2021_03,79.16,82.044,87.361,77.256,43255600,0.036433,0.052322,-0.032295,0.038491,0.344234,0.279106,0.292875,23,1754564.0,1.121,0.127661
US106,2021_04,82.789,82.965,85.847,81.539,27559200,0.002126,0.011222,0.087273,0.111174,0.214883,0.073956,0.272317,21,1549000.0,0.809,0.052031
US106,2021_05,83.808,85.17,87.597,81.426,32902800,0.016251,0.026577,0.092412,-0.00063,0.254498,0.071941,0.183687,20,1571479.0,0.952,0.07363
US106,2021_06,85.835,92.026,92.452,83.194,34912400,0.072127,0.0805,0.121665,0.085441,0.172404,0.12604,0.214087,22,1445067.0,1.098,0.107859
US106,2021_07,92.192,94.96,95.49,87.94,43477200,0.030024,0.031885,0.144584,0.244476,0.270918,0.10295,0.08706,21,1686248.0,1.172,0.081894
US106,2021_08,94.594,95.576,95.723,92.869,30065600,0.010381,0.006485,0.122182,0.225885,0.102402,0.130284,0.095867,22,1643261.0,0.832,0.030176
US106,2021_09,95.832,91.927,98.964,91.869,35726800,-0.040748,-0.038179,-0.001075,0.120458,0.198914,0.122872,0.134065,21,1655600.0,0.981,0.074036
US106,2021_10,92.463,104.591,105.373,91.118,26859600,0.131166,0.13776,0.101419,0.260666,0.145842,0.316805,0.211704,21,1403818.0,0.87,0.154174
US106,2021_11,104.948,102.18,109.574,101.771,26356000,-0.026375,-0.023052,0.069096,0.19972,0.189571,0.337769,0.230525,21,1347612.0,0.889,0.074349
US106,2021_12,103.697,107.257,111.679,100.965,44796000,0.034331,0.049693,0.166769,0.165514,0.282565,0.278956,0.218979,22,1485024.0,1.371,0.103323
US106,2022_01,107.057,94.759,107.136,89.96,53464000,-0.114873,-0.116524,-0.093999,-0.002114,0.281597,0.288642,0.298044,20,1888121.0,1.287,0.160442
US106,2022_02,94.532,91.067,95.19,86.527,37432400,-0.036654,-0.03897,-0.108762,-0.047181,0.238566,0.288111,0.30354,19,2055945.0,0.828,0.091645
US106,2022_03,90.897,103.215,105.654,88.169,49089600,0.135516,0.133406,-0.037686,0.122798,0.240511,0.443156,0.351558,23,2121000.0,1.052,0.192355
US106,2022_04,103.269,96.39,105.948,96.113,34610000,-0.066612,-0.066128,0.017208,-0.078408,0.241713,0.374873,0.308424,20,1835333.0,0.857,0.095228
US106,2022_05,96.616,96.9,97.712,85.63,45674000,0.002939,0.005295,0.064061,-0.051668,0.383769,0.350221,0.308208,21,1960206.0,1.059,0.125058
US106,2022_06,97.0,90.867,98.645,83.65,44412800,-0.063227,-0.06226,-0.119634,-0.152811,0.333823,0.139138,0.300631,21,1889345.0,1.068,0.154587
US106,2022_07,90.867,103.508,103.78,88.449,37293600,0.139115,0.139105,0.07384,0.092319,0.214266,0.355012,0.328305,20,1930006.0,0.878,0.168715
US106,2022_08,102.86,99.236,107.749,98.926,29718800,-0.035232,-0.041266,0.024105,0.08971,0.16814,0.383464,0.329283,23,1688261.0,0.8,0.085772
US106,2022_09,98.607,94.687,106.166,92.931,41545200,-0.039754,-0.045841,0.042036,-0.082626,0.288236,0.365403,0.27095,21,1644812.0,1.148,0.134221
US106,2022_10,95.78,104.288,104.644,90.477,35869600,0.088829,0.101394,0.007538,0.081935,0.30013,0.290002,0.293079,21,1623236.0,1.004,0.14791
US106,2022_11,104.617,112.93,113.404,98.941,33322400,0.079461,0.082867,0.137989,0.165421,0.297013,0.277802,0.30646,21,1677836.0,0.903,0.138248
US106,2022_12,113.289,110.445,114.996,107.491,31787600,-0.025104,-0.022002,0.166422,0.215453,0.253228,0.230508,0.282,21,1529994.0,0.944,0.066249
US106,2023_01,111.01,108.518,111.25,103.461,28671600,-0.022448,-0.017448,0.040563,0.048407,0.224274,0.205335,0.225488,20,1420933.0,0.917,0.070165
US106,2023_02,108.401,107.505,109.812,105.269,25007600,-0.008266,-0.009333,-0.048035,0.083326,0.127192,0.02223,0.212333,19,1294952.0,0.878,0.041905
US106,2023_03,106.885,113.441,114.996,104.203,34172000,0.061337,0.055215,0.027126,0.198062,0.266218,0.137929,0.189808,23,1331079.0,1.167,0.100977
US106,2023_04,112.713,111.747,114.625,107.535,24265600,-0.00857,-0.014935,0.029754,0.071524,0.184425,0.135046,0.155635,19,1264321.0,0.872,0.062909
US106,2023_05,111.484,116.042,117.578,111.484,28744400,0.040885,0.038435,0.079407,0.027558,0.17215,0.126893,0.114633,22,1320939.0,0.989,0.054658
US106,2023_06,116.379,122.172,122.39,115.405,30258000,0.049777,0.052823,0.076961,0.106175,0.139214,0.123665,0.121014,21,1261636.0,1.09,0.06002
US107,2020_01,40.63,38.863,41.881,38.753,379259100,-0.04349,-0.034447,-0.025301,-0.157786,0.203311,0.198789,0.272548,21,18800927.0,0.917,0.076987
US107,2020_02,39.227,33.757,42.507,32.421,560728700,-0.139445,-0.13139,-0.112259,-0.134198,0.376292,0.3289,0.246345,19,20672723.0,1.233,0.257112
US107,2020_03,33.943,33.233,35.423,27.391,991833100,-0.020917,-0.015527,-0.174333,-0.192493,1.027892,0.215315,0.210925,22,29270014.0,1.54,0.236613
US107,2020_04,32.269,36.168,37.235,31.978,488969500,0.120828,0.088319,-0.069354,-0.0929,0.441538,0.380737,0.272615,21,30932292.0,0.719,0.162913
US107,2020_05,35.605,40.811,40.811,34.555,491568200,0.146215,0.128363,0.208951,0.073235,0.35248,0.257262,0.32835,20,29884406.0,0.748,0.175695
US107,2020_06,40.239,39.804,41.212,37.243,571339300,-0.01081,-0.024676,0.197716,-0.011086,0.364838,0.274926,0.323326,22,23513288.0,1.104,0.098622
US107,2020_07,39.718,40.513,41.029,38.879,390133500,0.020016,0.017818,0.120128,0.042443,0.209033,0.273667,0.317673,22,22015773.0,0.805,0.05414
US107,2020_08,40.547,36.315,41.674,35.653,481274600,-0.104373,-0.103609,-0.110151,0.075784,0.407673,0.213451,0.289035,21,21859809.0,1.001,0.148494
US107,2020_09,36.126,33.881,36.72,32.341,549433800,-0.062144,-0.06703,-0.148793,0.019504,0.226156,0.215785,0.310518,21,21527908.0,1.16,0.12119
US107,2020_10,33.942,31.164,35.253,30.626,511026900,-0.081846,-0.080195,-0.230761,-0.138354,0.213348,0.064181,0.295058,22,23359626.0,0.994,0.136317
US107,2020_11,31.416,37.345,37.371,30.964,535169500,0.188725,0.198329,0.028347,-0.084926,0.310783,0.54436,0.383664,20,24176215.0,1.006,0.203924
US107,2020_12,37.336,38.847,39.558,37.336,381540200,0.04047,0.040214,0.146554,-0.024046,0.111256,0.483888,0.388606,22,21632373.0,0.802,0.059521
US107,2021_01,38.777,39.013,40.658,37.936,400887800,0.006086,0.004281,0.251854,-0.037026,0.132239,0.357621,0.387664,19,19963598.0,0.913,0.070187
US107,2021_02,39.31,39.267,43.178,39.083,399483100,-0.001094,0.006505,0.051462,0.081268,0.228837,0.069748,0.347098,19,17907744.0,1.014,0.104185
US107,2021_03,39.573,45.252,46.329,38.636,580029400,0.143507,0.15244,0.164902,0.335623,0.255913,0.29412,0.35815,23,20915156.0,1.261,0.194383
US107,2021_04,45.287,44.872,46.872,44.431,349593300,-0.009164,-0.008413,0.150179,0.439856,0.151087,0.307874,0.304103,21,20137967.0,0.789,0.05391
US107,2021_05,45.136,46.626,47.719,44.158,465864200,0.033011,0.039089,0.187413,0.24852,0.187825,0.286282,0.204232,20,21143741.0,1.002,0.078891
US107,2021_06,46.679,46.714,48.785,45.727,361448700,0.00075,0.00189,0.032295,0.202522,0.15231,0.086559,0.210781,22,17831912.0,0.921,0.065521
US107,2021_07,46.758,49.143,49.391,46.454,312258300,0.051007,0.052001,0.095188,0.259663,0.131067,0.090128,0.206128,21,17266230.0,0.822,0.062829
US107,2021_08,49.347,52.382,53.492,48.451,341880000,0.061503,0.06592,0.123468,0.334022,0.173343,0.116659,0.199574,22,15387682.0,1.01,0.102158
US107,2021_09,52.382,48.309,53.004,48.291,371816500,-0.077756,-0.07777,0.034141,0.067538,0.143204,0.274522,0.182112,21,15544770.0,1.087,0.089969
US107,2021_10,48.46,50.011,50.681,47.339,295647600,0.032006,0.03524,0.017665,0.114535,0.160258,0.262143,0.180759,21,15293092.0,0.879,0.068961
US107,2021_11,49.922,49.001,52.388,45.642,509919500,-0.018449,-0.02019,-0.064546,0.050953,0.278293,0.195751,0.184657,21,17839145.0,1.299,0.135135
US107,2021_12,49.618,56.623,57.445,49.082,471636400,0.141179,0.155544,0.172113,0.21213,0.214374,0.311215,0.275124,22,19351568.0,1.108,0.168557
US107,2022_01,56.203,50.036,56.605,48.041,480940800,-0.109727,-0.116332,0.000501,0.018175,0.204195,0.477581,0.34457,20,22159041.0,0.987,0.152385
US107,2022_02,49.838,50.126,51.852,47.367,419601200,0.005779,0.001796,0.022951,-0.043077,0.285158,0.472247,0.329906,19,20790582.0,0.917,0.089991
US107,2022_03,49.91,50.117,51.232,48.248,500035600,0.004147,-0.000179,-0.114903,0.037433,0.241763,0.234306,0.305389,23,21220873.0,1.071,0.059788
US107,2022_04,50.486,44.325,50.504,44.225,383849000,-0.122034,-0.115577,-0.114147,-0.113704,0.277061,0.232796,0.346388,20,19749785.0,0.883,0.124361
US107,2022_05,44.65,40.768,46.75,37.121,645254200,-0.086943,-0.080237,-0.186686,-0.16802,0.592976,0.204816,0.358406,21,23168770.0,1.266,0.215647
US107,2022_06,41.221,38.587,41.709,38.18,491026400,-0.063899,-0.053496,-0.230057,-0.318526,0.20584,0.107871,0.184012,21,23032267.0,0.969,0.08562
US107,2022_07,38.479,41.427,41.884,37.273,368402100,0.076613,0.073601,-0.065366,-0.172052,0.202401,0.284728,0.235084,20,22798223.0,0.735,0.119837
US107,2022_08,41.144,40.834,45.655,40.669,429950500,-0.007535,-0.014327,0.001609,-0.185378,0.273831,0.225474,0.231084,23,19536045.0,1.0,0.121172
US107,2022_09,40.697,36.524,42.669,36.487,408782100,-0.102538,-0.105546,-0.05347,-0.271227,0.251925,0.310309,0.244256,21,18289920.0,1.016,0.151896
US107,2022_10,37.136,41.867,42.125,35.573,414712600,0.127397,0.1463,0.010623,-0.055437,0.278369,0.441696,0.336843,21,18991594.0,0.993,0.176446
US107,2022_11,42.006,45.821,45.922,39.987,424022500,0.09082,0.094431,0.122134,0.12394,0.300486,0.460667,0.334544,21,18901776.0,1.02,0.14129
US107,2022_12,45.968,43.904,46.733,43.029,376149200,-0.044901,-0.041834,0.202063,0.137788,0.161607,0.33661,0.328454,21,18407338.0,0.929,0.080593
US107,2023_01,44.107,45.212,45.918,42.425,327369800,0.025053,0.029783,0.079878,0.09135,0.191552,0.236122,0.318735,20,17083962.0,0.871,0.07919
US107,2023_02,44.952,44.979,48.064,43.131,388264600,0.000601,-0.005137,-0.018366,0.101526,0.275596,0.124058,0.316747,19,16542176.0,1.067,0.109733
US107,2023_03,44.998,48.565,48.63,44.608,426796100,0.07927,0.079719,0.106165,0.32968,0.16872,0.14774,0.240058,23,17309553.0,1.121,0.089389
US107,2023_04,48.361,44.222,48.939,43.024,349964900,-0.085585,-0.089424,-0.021884,0.056247,0.228211,0.292965,0.245792,19,17651903.0,0.901,0.122311
US107,2023_05,44.176,46.487,47.255,42.641,449036300,0.052313,0.051217,0.033521,0.01454,0.165218,0.313693,0.216554,22,18572686.0,1.099,0.104449
US107,2023_06,46.571,48.425,49.052,45.991,362622700,0.03981,0.041675,-0.002895,0.102963,0.142076,0.272242,0.206032,21,17600362.0,0.937,0.065716
US108,2020_01,64.811,60.583,67.221,60.176,271506100,-0.065236,-0.062418,0.049802,0.068099,0.218878,0.241879,0.24304,21,11145102.0,1.107,0.108698
US108,2020_02,60.819,51.668,65.761,49.942,302892000,-0.150463,-0.147158,-0.149617,-0.000196,0.355564,0.367183,0.307224,19,12563944.0,1.096,0.260107
US108,2020_03,51.986,34.293,55.714,26.054,763972700,-0.340342,-0.336275,-0.469279,-0.381842,1.550028,0.485681,0.540711,22,20278345.0,1.712,0.570556
US108,2020_04,31.867,39.537,41.238,29.856,668094100,0.240688,0.152896,-0.3474,-0.314899,0.915014,0.854501,0.61204,21,26287255.0,1.155,0.357179
US108,2020_05,38.105,39.421,43.618,31.893,619221900,0.034536,-0.002914,-0.237023,-0.351178,0.760167,0.865672,0.595258,20,31080132.0,0.906,0.307709
US108,2020_06,39.611,42.046,51.402,39.347,714515500,0.061473,0.066583,0.226077,-0.349295,0.764153,0.270394,0.596751,22,30330780.0,1.071,0.304321
US108,2020_07,42.589,41.566,44.103,40.343,473101600,-0.02402,-0.01142,0.051331,-0.313901,0.400038,0.148234,0.599556,22,27376348.0,0.786,0.088292
US108,2020_08,42.023,42.489,45.739,40.86,365404400,0.011089,0.022196,0.077806,-0.177659,0.266343,0.135534,0.578712,21,23530629.0,0.706,0.116099
US108,2020_09,42.289,35.831,44.583,34.318,634633000,-0.152711,-0.15669,-0.147816,0.044843,0.402607,0.329343,0.35382,21,22320288.0,1.292,0.242728
US108,2020_10,36.014,34.853,38.333,33.836,563146200,-0.032237,-0.027294,-0.161501,-0.11846,0.290438,0.319977,0.260899,22,23684600.0,1.081,0.124856
US108,2020_11,35.223,46.339,48.165,34.668,524801100,0.315589,0.329551,0.090621,0.175478,0.536311,0.872367,0.560017,20,26099702.0,0.914,0.383182
US108,2020_12,47.584,51.884,52.111,46.491,423975400,0.090367,0.119666,0.448021,0.23398,0.295174,0.621269,0.571623,22,22907920.0,0.841,0.118125
US108,2021_01,51.825,49.212,58.422,48.957,455920600,-0.05042,-0.051503,0.411983,0.183946,0.43487,0.66114,0.583964,19,21283289.0,0.974,0.182631
US108,2021_02,49.781,55.908,58.878,48.711,342568000,0.123079,0.136058,0.206493,0.315826,0.264537,0.359852,0.597983,19,18522182.0,0.841,0.204228
US108,2021_03,58.123,61.738,64.606,57.613,467057800,0.062196,0.104281,0.189915,0.723022,0.324724,0.347729,0.473802,23,19174945.0,1.107,0.12031
US108,2021_04,61.288,60.877,63.418,58.055,372474300,-0.006706,-0.013946,0.237032,0.746667,0.208076,0.273819,0.465375,21,17910608.0,0.945,0.08751
US108,2021_05,61.543,67.26,67.747,60.356,358130700,0.092894,0.104857,0.203057,0.45148,0.153122,0.237031,0.272587,20,18146406.0,0.897,0.120106
US108,2021_06,67.927,60.458,68.61,57.365,518881000,-0.109956,-0.101131,-0.020728,0.16525,0.250243,0.358179,0.3399,22,18931606.0,1.246,0.165556
US108,2021_07,60.74,58.215,60.851,54.998,427931000,-0.041571,-0.037103,-0.043727,0.182941,0.259215,0.365193,0.332159,21,19771859.0,0.984,0.09637
